down in the dumps	NA
keeping all balls in the air	空中にある全てのボールをキープする
knocks it out of the park	野球場の外に打ち出す|NA
put all your eggs in one basket	すべての卵を一つのかごに入れる
think outside the box	箱の外を考える
calls a spade a spade	物を言える人|スペードをスペードと呼ぶ
dead tired	死んだように疲れた
fell apart	崩れ落ちた
pass with flying colors	飛び級で合格する
under the weather	天気の下に
get a word in edgewise	隙を見て言葉を挟む
spills the beans	豆をこぼす
face the music	音楽に向き合う
over the moon	月の上にいる
to pull it off	それを引っ張る
keep their eyes on the ball	ボールに目を留める
speaks with a forked tongue	蛇のように舌が二本あるように話す
bite the bullet	弾丸を噛んでください|弾丸を噛む
on it like a crutch	松葉杖のようにそれに乗ります
take everything he says with a grain of salt	彼が言うことは塩を加えて受け止めてください
out of left field	左のフィールドから出た
sink or swim	泳げるかどうか沈むかどうか
sour grapes	酸っぱいブドウ
wait and see	待って見る
silver bullet	銀の弾丸
cut the mustard	マスタードを切る
a catch	捕まえること
beat around the bush	話を遠回しにする|木の枝を打つ
like a fish out of water	水から出た魚のように
burn the candle at both ends	ろうそくを両端から燃やす
chew the fat	脂肪を噛む
bury the hatchet	斧を埋める
bark up the wrong tree	間違った木に吠える
pick myself up by my bootstraps	自分のブーツの革紐を引っ張って自分を立ち上げる
pie in the sky	空のパイ
Pandora's box	パンドラの箱
to play it by ear	その場の状況に応じて行動する|耳で音をとって行動する
through the wringer	絞り搾るように
you have to break a few eggs to make an omelette	オムレツを作るには、いくつかの卵を割る必要があります
a big softie	大きな柔らかいもの
drop the ball	ボールを落とす
to play second fiddle	二番手を弾く
not my cup of tea	私の好みではない|私の興味ではない
to bite the bullet	弾丸を噛む
the ball rolling	ボールを転がす
a piece of cake	ケーキの一切れ
his word	彼の言葉
her cool	NA
plan A	プランA
making a mountain out of a molehill	鼻息荒くして小さなことを大げさに言う
skeletons in his closet	彼のクローゼットには骸骨がある
hit the nail on the head	釘を頭に打つ
bigger fish to fry	揚げ足を取ることはない|より重要なことがある
it takes two to tango	タンゴを踊るには二人が必要です
hit the hay	干し草を打つ
bats in his belfry	彼の鐘楼にはコウモリがいる
hot under the collar	襟足が熱くなる
smoke and mirrors	煙と鏡
a chip on his shoulder	彼の肩にチップがある
the icing on the cake	ケーキのアイシング
a chip off the old block	親の背中を追う者
break a leg	足を折ってください
tighten our belts	ベルトを締める
barking up the wrong tree	誤った木に吠えている
stick to her guns	彼女の銃に固執する
his heart set on	彼の心は〜に決まっている
an uphill battle	上り坂の戦い
in over her head	彼女は頭の上にいます
with words	言葉で
circumstances beyond our control	我々の制御を超えた状況
her own business	彼女自身のビジネス
running around like a headless chicken	首を切られた鶏のように走り回る
the show	ショー
food for thought	考えるための食料|考えさせる材料
between you and me	あなたと私の間で
take shape	形を取る
a litter of kittens	子猫の一突き
roll with the punches	パンチに合わせて転がる
To let the cat out of the bag	猫を袋から出す
between a rock and a hard place	岩と硬い場所の間に
knocking on wood	木を叩く
your chickens before they're hatched	孵化する前にあなたの卵を数える
nipped it in the bud	芽を摘んだ
spilled milk	こぼれた牛乳
ins and outs	内外
pick up the ball and run with it	ボールを拾って走り出す
put your best foot forward	最善を尽くす|最高のパフォーマンスをする
Burning bridges	橋を焼く
beg, borrow or steal	乞う、借りる、盗む
let the chips fall where they may	結果はどうあれ、そのままにしておく。
walking the talk	口先だけでなく行動する|行動を伴う言葉
break the ice	氷を壊す
put our best foot forward	最善を尽くす|最高のパフォーマンスを発揮する
play it by ear	その場の状況に応じて行動する|耳で音をとって行動する
bee in his bonnet	彼の帽子の中に蜂がいる
separating the wheat from the chaff	良いものと悪いものを分けること
putting money aside for a rainy day	雨の日のためにお金を蓄える
call it a day	今日はこれで終わりにしましょう
on cloud nine	雲の上にいる
spice things up	物事をスパイスアップする
at home	家で
seize the day	日をつかめ
nodding off	うとうとする|うとうとしている
like a duck to water	水に落ちたアヒルのように
hit the books	本を打つ
bounce back	跳ね返る|元気を取り戻す
building castles in the air	空中楼閣を建てる
fighting chance	戦うチャンス
my back	私の背中
coming up roses	バラ色の未来が待っている|上手くいく
golden touch	金のタッチ
hit the ground running	走り出すように始める
cut to the chase	直接本題に入る
stranger than fiction	現実よりも奇なり
keep an eye on them	彼らに目を向けてください
digs in her heels	彼女はかかとを掘り込む
let out a sigh of relief	安堵のため息をつく
down the drain	排水溝に下る
cost an arm and a leg	腕と足を払うことになる|腕と足がかかる
bend over backwards	後ろに倒れてください
sit well with me	私にはよく合います。
In a nutshell	要するに|簡単に言えば
green around the gills	顔色が悪い|青ざめている
chip on his shoulder	肩にチップがある
keep your chin up	あごを上げてください
dropped the ball	ボールを落とした
put all his eggs in one basket	一つのかごに全ての卵を入れる
see eye to eye	目と目が合う
right up my alley	私の得意分野にぴったりです
beating a dead horse	死んだ馬を打つ
have a cow	牛を持っている
threw in the towel	タオルを投げた
lean on her	彼女に寄りかかる|彼女に頼る
hammer out	打ち解決する|解決策を打ち出す
to go the extra mile	余分なマイルを行く
stolen her thunder	彼女の雷を盗む
caught between a rock and a hard place	岩と硬い場所の間に捕まっている
fallen flat	失敗した|平らに落ちた
to bite off more than I can chew	自分には手に負えないことをやる|自分の口に入らないものを食べるようなことをする
up in the air	空中に
up in smoke	煙になって上がる
dead in the water	水の中で死んでいる
sink in	沈む|沈没する
to hit the hay	干し草を打つ
running around like a chicken with its head cut off	首を切られた鶏のように走り回る
behind the eight ball	8番球の後ろにいる
in a rut	窮地に陥っている
to butter me up	私をバターで塗ってください|私をバターで塗る
the ground running	地面を走る
the whole nine yards	全てのヤード|全てのもの
a clean slate	白紙の状態
put the cart before the horse	馬車を先に置く
the box	箱
bite off more than I can chew	自分には手に負えないことをやる|自分には食い過ぎることをする
her pride	彼女の誇り
in no time	すぐに|直ちに|即座に
keep our eyes peeled	目を皿のようにして開けておいてください
to wrap his head around	彼の頭を包む
early bird catches the worm	早起きは三文の徳
put their nose to the grindstone	鼻をすりつけて砥石に当てる
to cut to the chase	本題に入る|切り込みを入れる
whole new ballgame	全く新しい試合
to pull your leg	足を引っ張る
to keep their chin up	あごを上げ続ける
take the backseat	後部座席に座ってください
strike while the iron is hot	鉄が熱いうちに打て
breathe easy	楽に息をする
a spoonful of sugar	砂糖一杯
in the red	赤字である
feel under the weather	天気が悪いような気分です|体調がすぐれない
hits the nail on the head	釘を打つように正確に言う|的を射る
of leeway	余地がある
in due course	適切な時期に
spill the beans	豆をこぼす
Bite the bullet	弾丸を噛んでください|弾丸を噛む
keep their eyes peeled	彼らの目をむき出しにしておく
put our noses to the grindstone	鼻をすりつけるように働く
turn the tables	テーブルを回転させる
fall through	落ちる|貫通する|失敗する
keep the ball rolling	ボールを転がし続ける
let the cat out of the bag	猫を袋から出す
hang in there	そこにぶら下がってください|そこに耐えてください
a blur	ぼんやりしたもの|ぼやけたもの
pull the wool over people's eyes	人々の目を羊毛で覆ってください
dropping the ball	ボールを落とす
pull himself together	自分自身を引き締める|自分自身をまとめる
rat race	ネズミの競争
to hit the ground running	走り出すように始める
spot on	的を射た|まさにその通り
stringing her along	彼女を引っ張り続ける
a cash cow	現金を生む牛
traffic jam	交通渋滞
went the whole nine yards	全ての9ヤードを行った
let sleeping dogs lie	寝た子を起こすな
dot our i's and cross our t's	iの上に点を打ち、tの上に線を引く
paint the town red	町を赤く塗る
pulled myself up by my bootstraps	自分のブーツの革紐を引っ張って自分を引き上げた
bail out	保釈する|救済する|手を引く
point him in the right direction	彼を正しい方向に向ける
to keep a stiff upper lip	上唇を硬く保つ
sleep on it	それについて寝てください
fish out of water	水から魚を引き上げるような感じ|水から引き上げられた魚のような感じ
a laugh riot	笑いの嵐
make or break	成功するか失敗するか
let off steam	蒸気を放出する
click with you	あなたとクリックする
slow as molasses	モラセスのように遅い
flat as a pancake	パンケーキのように平ら
calls the shots	指揮を執る|命令を出す
talk the hind legs off a donkey	ロバの後ろ足を話す
fly off the handle	柄をはずす|柄にもなく怒る
throw in the towel	タオルを投げる
bite your tongue	舌を噛んでください|舌を噛む
to get a foot in the door	ドアに足を入れる
let their hair down	髪を下ろす
have a chip on her shoulder	肩にチップを乗せる
to keep their heads above water	水面に頭を出し続ける
beating around the bush	話を遠回しにする|木を見て森を見ず
to keep my chin up	顎を上げ続ける
started to butt heads	頭をぶつけ始めた
to move the goalposts	ゴールポストを動かす
let bygones be bygones	過去のことは水に流しましょう
keep all her ducks in a row	彼女のアヒルをすべて一列に並べておく
laugh his head off	彼は頭を笑い飛ばした
jump out of her skin	彼女の皮膚から飛び出す
at a snail's pace	カタツムリのように遅いペースで
come out of his shell	殻から出る
get one's act together	自分の行動をまとめる
as cool as a cucumber	キュウリのように冷静
a wild-goose chase	無駄な追跡|無駄な追いかけ
keep the wolf from the door	NA
she has ants in her pants	彼女はパンツの中にアリがいるように落ち着かない|彼女は落ち着きがない
putting all their eggs in one basket	一つのかごに全ての卵を入れる
get a foot in the door	ドアに足を入れる
burn the midnight oil	夜中の油を燃やす
feather in her cap	彼女の帽子に羽をつける
turn over a new leaf	新しい葉をめくる
have his cake and eat it too	ケーキを持っていても食べてもいいです。
weight off her shoulders	彼女の肩から重荷が取り除かれた
better than a poke in the eye with a sharp stick	鋭い棒で目を突かれるよりはマシ
ballpark figure	野球場の数字
all your eggs in one basket	一つのかごに全ての卵を入れる
actions speak louder than words	行動は言葉よりも大きい
with a pinch of salt	塩を一つまみ加えて
tied to the apron strings	エプロンのひもに縛られた
off the top of his head	彼の頭の上から
knock on wood	木を叩いてください
music to my ears	私の耳には音楽です
in hot water	熱い水の中にいる
couch potato	ソファポテト
went their separate ways	別々の道を行く
to look on the bright side	明るい面を見る
to keep my head above water	水面上に頭を保つ
her bridges	彼女の橋
burning a hole in my pocket	ポケットに穴を焼く
set in his ways	彼のやり方が定まっている
to play fast and loose	手品をするように振る舞う|不誠実な行動をする
to throw in the towel	タオルを投げる
cold shoulder	冷たい肩
big fish in a small pond	小さな池の大きな魚
burning the midnight oil	真夜中の油を燃やす
damp squib	湿った鞭火
keep my chin up	私のあごを上げ続ける
take the rap	罪を被る
getting the hang of it	それに慣れてくる|それを掴んでくる
in over my head	頭の上まで水に浸かっている
cool head	冷静な頭
life of the party	パーティーの人生
noses to the grindstone	鼻を研ぎ潰すように働く
bigger picture	より大きな視野|より広い視野
get on the same page	同じページに乗る
off the cuff	即興で|袖の下から取り出すように
her all	NA
to sweeten the pot	鍋に砂糖を加える|鍋を甘くするために砂糖を加える
bought hook, line and sinker	餌に食いついた|騙された
to go the distance	ゴールまで行く|距離を行く
to treat yourself	自分を扱う
spinning our wheels	車輪を回している|車輪を回しているようなものだ
silver lining	銀の裏地
to hit the nail on the head	的を射る
with a chip on her shoulder	肩にチップを乗せて
with a grain of salt	塩の一粒と共に
to play devil's advocate	悪魔の代弁者をする
a social butterfly	社交的な蝶
the benefit of the doubt	疑いを持つよりも好意的に考えること
a bitter pill to swallow	飲み込むのが辛い薬
a fish out of water	水から出た魚
sell it like hotcakes	ホットケーキのように売る
pull out all the stops	全てのストップを引く
all hat, no cattle	帽子だけで牛はいない
to pass up	見逃す|放棄する
to stay ahead of the game	ゲームの前にとどまる
to turn over a new leaf	新しい葉をめくる
drop in the bucket	バケツに落ちる水滴
sticker shock	シールショック
take a rain check	次回に延期する|雨の日に再度招待する
has her ducks in a row	彼女は自分のアヒルを整列させている
jump on the bandwagon	流行に乗る
cross the finish line	ゴールラインを越える
butterflies in his stomach	彼の腹には蝶がいる
lick my wounds	傷をなめる
kill two birds with one stone	一石二鳥
red herrings	赤いニシン
of the essence	本質的な|本質的である
she missed the boat	彼女は船に乗り遅れた
the bush	茂み
a fly in the ointment	転ばぬ先の杖
you're tilting at windmills	あなたは風車に向かって傾いています
keep an eye on him	彼に目を向けてください
moving the goalposts	ゴールポストを動かす
playing both sides	両面を行く
robbing Peter to pay Paul	ピーターを奪ってポールに支払う
cold feet	冷たい足
up the creek without a paddle	パドルなしで川を remasu
silver spoon in her mouth	彼女の口に銀のスプーンがある
hitting the hay	干し草を打つ
the real McCoy	本物のマッコイ
stirring the pot	鍋をかき回す
take the bull by the horns	牛の角を取る
live it up	生きてそれを上げる
back in the saddle	鞍に戻る
jump ship	船から飛び降りる
play my cards right	自分のカードを正しくプレイする
pushing the envelope	封筒を押すこと
get off her high horse	彼女の高い馬から降りる
cut corners	角を切る
put your nose to the grindstone	鼻を研ぎすり合わせる
flies off the handle	ハンドルから飛び出す
go back to square one	最初のスクエアに戻る
hit rock bottom	底を打つ
point me in the right direction	正しい方向に私を指してください
the name of the game	ゲームの名前
rocket science	ロケット科学
hold my horses	私の馬を保持してください|私の馬を抑えてください
in the dark	暗闇で
go the extra mile	余分なマイルを行く
kick the bucket	バケツを蹴る
burn that bridge when we come to it	その橋が現れたら、その橋を焼きなさい
brick wall	レンガの壁
chicken out	臆病になる|チキンになる
have butterflies in his stomach	彼は蝶々を持っています。
a chip on my shoulder	私の肩にチップがある
laugh their head off	彼らの頭が外れるほど笑う
all hands on deck	甲板に全員集合
under wraps	包まれたままで|秘密にされている
to beat around the bush	話を遠回しにする|本題に入らない
wet behind the ears	耳の後ろが湿っている
in order	順序に、|するために
nip it in the bud	芽を摘むように早めに対処する
took the plunge	飛び込む
bring home the bacon	家にベーコンを持って帰る
big break	大きな休憩|大きなブレイク
out of the blue	青空から
blank out	頭が真っ白になる|記憶が飛ぶ
feeling under the weather	天気が悪いような気分です|体調がすぐれない
sit on her hands	彼女の手に座る
went out the window	窓から出た
feeling jittery	神経質な気分を感じる
by the wayside	道端に
get away from it all	全てから離れる
cash cow	稼ぎ頭の牛
off the charts	グラフから外れている|チャートから外れている
to heart	心臓に
flash in the pan	一瞬の輝き|一瞬の成功
dogged determination	犬のような決意
meeting of the minds	意見の一致
burn any bridges	どの橋も燃やす|どの橋も断つ
bite my tongue	自分の舌を噛む
to break the ice	氷を壊す
to clean house	家を掃除する
to call it a day	その日を終えると呼ぶ
walking on eggshells	卵の殻を踏むように慎重に歩く
fair weather	晴れの日の天気
to get our foot in the door	足をドアに入れる
count her chickens before they hatched	孵化する前に彼女の鶏を数える
Burning the midnight oil	真夜中の油を燃やす
keep your head above water	水面上に頭を保ってください
put two and two together	二つと二つを合わせる
black and white	黒と白
missed the boat	船に乗り遅れた
fast learner	速い学習者
let it all hang out	全てをさらけ出してください
walk the walk	歩く|歩くこと
your foot in the door	ドアに足を入れること
get our ducks in a row	私たちのアヒルを一列に並べる
to have her cake and eat it too	彼女はケーキを持っていても食べたいと思っています
have bigger fish to fry	より大きな魚を焼く必要がある
let my hair down	髪を下ろす
has a heart of gold	金の心を持っている
put my two cents in	私の2セントを入れる
the pedal to the metal	金属のペダルに足を乗せる
spilling the beans	豆をこぼす
outside the box	箱の外側
a thorn in my side	私の側にある棘
making waves	波を作る
lame duck	不良債権|駄目な人|不良資産
all mouth and no trousers	口だけでズボンをはいていない
practice makes perfect	練習は完璧を生む
brownie points	ブラウニーポイント
a can of worms	ミミズの缶
deer caught in headlights	ヘッドライトに捕まった鹿
more harm than good	害が利益よりも大きい
the bag	NA (I need more context to provide an accurate translation)
a stiff upper lip	硬い上唇
blew her top	彼女は頭を吹っ飛ばした
to tighten our belts	ベルトを締める
to stay above water	水面上に留まる
finger-licking good	指を舐めるほど美味しい
to face the music	音楽に向き合う
to fit a square peg into a round hole	四角いくぎを丸い穴にはめる
be a breath of fresh air	新鮮な空気のような存在である
get back on the horse	馬にまた乗る
to be ahead of the curve	曲線より先を行く
to bark up the wrong tree	間違った木に吠える
made the cut	カットを作った
to bring home the bacon	家にベーコンを持って帰る
To make a long story short	長い話を短くすると|長い話を短く言うと
lean on	寄りかかる|頼る
rock the boat	船を揺らす
shoulder to cry on	泣き言を聞いてくれる肩
kill them with kindness	親切で彼らを打ち負かす
at a low ebb	低潮にある
on the ball	ボールの上に
pull it off	それを引っ張ってください|それを引っ張り出す
perseverance pays off	根気があれば報われる
land on his feet	足元に着地する
take your eye off the ball	ボールから目を離す
cutting the mustard	NA
feel the burn	燃えるような感覚を感じる
grin from ear to ear	耳から耳へと笑う
cup of tea	お茶のカップ
pat on the back	背中を軽くたたく
peaches and cream	桃とクリーム
on edge	縁に立っている|緊張している
pinch of salt	塩のつぶ一つ分
close to his chest	彼の胸に近い
cutting it too thin	薄く切りすぎる
midnight oil	真夜中の油
guts and grit	NA
moving full steam ahead	全速力で前進する
play both sides	両面に立つ
stay put	そのままとどまってください
Biting the bullet	弾丸を噛む
you can't have your cake and eat it too	ケーキを持っていて食べることはできません
pulling my leg	私の脚を引っ張っている|冗談を言っている
pulled the rug out from under me	私の足元の敷物を引っぺがしました。
Barking up the wrong tree	誤った木に吠えている
budge an inch	インチを動かす
running on fumes	燃料が尽きかけて走る
off the wall	壁から離れて
raining on our parade	私たちのパレードに雨が降っている
playing with fire	火遊びをする
hunker down	しゃがみ込む|身を潜める
cross that bridge when I come to it	その橋に来たら渡る|その橋に来たら渡ることにする
the good fight	良い戦い
take the plunge	飛び込む
the blues	青(s) | ブルース
turn things around	物事を逆転させる
be there for her	彼女のためにそこにいる
sweep them under the rug	じゅうたんの下に彼らを掃き込む
cooking the books	帳簿を調整する
broke the ice	氷を壊した
the real deal	本物
take a load off	荷物を降ろしてください
a bunch of baloney	ナンセンスなことばかり
thin ice	薄い氷
batting an eye	目をまばたかせる
chickens out	臆病になる|逃げ出す
burn bridges	橋を燃やす
keep our ducks in a row	私たちのアヒルを一列に並べておく
behind closed doors	閉ざされた扉の後ろで
pull the wool over my eyes	私の目の前で羊毛を引っ張ってください
throwing money down the drain	排水溝にお金を投げる
come back to bite him	彼に噛みつくように戻ってくる
apple pie	リンゴパイ
cabin fever	キャビンフィーバー
put all our eggs in one basket	全ての卵を一つのかごに入れる
have a bee in his bonnet	彼は帽子の中に蜂を持っています
add up	足し算する
chasing her tail	彼女の尾を追いかける
beat a dead horse	死んだ馬を打つ
count your chickens before they hatch	孵化する前に鶏を数える
to kill two birds with one stone	一石二鳥を殺す
keep his eye on the ball	ボールに目を留める
cloud nine	雲の上
wrong tree	間違った木に登る
read between the lines	行間を読む
monkey business	猿の仕事
sting in the tail	尾に刺すこと
landing on his feet	足元に着地する
bee in her bonnet	彼女の帽子に蜂がいる
not the end of the world	世界の終わりではない
social butterfly	社交的な蝶
not his cup of tea	彼の好みではない
march to the beat of your own drum	自分のリズムに合わせて歩く
get her feet wet	彼女の足を濡らす
stop and smell the roses	立ち止まってバラの香りを嗅いでください
step up their game	彼らのゲームをアップする
take it easy	ゆっくりしてください|気楽にやってください
showed his true colors	本性を現した
bunch of hogwash	くだらないこと
beauty contest	美の競技会
the bee's knees	蜂の膝
keep her head above water	彼女の頭を水面上に保ってください
death warmed over	温め直された死
a big fish in a small pond	小さな池で大物
can stomach	胃が許す
sweating bullets	弾丸を汗で撃つように非常に緊張している
a bee in her bonnet	彼女の帽子に蜂がいる
in over his head	彼は頭の上まで水に浸かっている
lend a hand	手を貸す
in the bag	袋の中に
has bees in his bonnet	彼は帽子の中に蜂がいると思っている
miss the boat	船に乗り遅れる
had bats in her belfry	彼女の鐘楼にはコウモリがいた
rest on his laurels	自分の栄光に甘んじる
put all her eggs in one basket	一つのかごに全ての卵を入れる
chip off the old block	親のようになる|親のような子供
buried her head in the sand	彼女は砂に頭を埋めました
touch base	ベースに触れる | ベースに触れ合う
there's no tomorrow	明日はない
at loggerheads	対立している|意見が合わない
the elephant in the room	部屋の中の象
put their best foot forward	最善を尽くす|最高のパフォーマンスをする
keep his cool	冷静を保つ
put her foot in her mouth	彼女は自分の口に足を入れた
hold your horses	馬を抑えてください
stealing the show	ショーを盗む
wears his heart on his sleeve	彼は自分の心を袖に出す
to mind her own beeswax	彼女自身の蜜蝋に気を使う|彼女自身の蜜蝋に気を遣う
cracked the whip	鞭を振るった
to keep her head above water	水面に頭を出し続ける
skeletons in the closet	クローゼットの中の骸骨
the skin of his teeth	彼の歯の皮膚
not to take things personally	個人的に受け取らないようにする|物事を個人的に受け取らないようにする
Biting off more than you can chew	食べる量を超えることを噛む
put his two cents in	彼の2セントを入れる
keep an eye out	目を離さずにいる|目を光らせている
shooting for the moon	月を目指して撃つ
changes horses midstream	途中で馬を変える
thrown for a loop	NA
jump through hoops	フープを飛び越える
letting her hair down	髪を下ろす
lose sleep over something	何かを心配して眠れない
get his ducks in a row	彼のアヒルを一列に並べる
hit it out of the park	野球場の外に打ち出す
manage her time better	彼女の時間をより良く管理する
fishy going on	何か怪しいことが起こっている
reap what he sows	種をまいたものを刈り取る
going around in circles	円を描くように進む|同じことを繰り返す
stick with it	それに固執する
on top of the world	世界の頂上にいる
let his hair down	髪を下ろす
keep your eye on the ball	ボールに目を留めておいてください
fair shake	公正な握手
steals the show	ショーを盗む
get them straightened out	彼らをまっすぐにしてください
the best thing since sliced bread	スライスされたパン以来の最高のもの
burning the candle at both ends	ろうそくを両端から燃やす
carved out a successful career	成功したキャリアを彫り出した
the ball	ボール
made it big	大成功した
dance to your own tune	自分の曲に合わせて踊る
to keep your eye on the ball	ボールに目を留める
let her hair down	髪を下ろす
keeping her in the dark	彼女を暗闇に保つ
in a pickle	ピクルスの中にいる
throwing in the towel	タオルを投げる
on the wrong side of the bed	ベッドの間違った側にいる
the brass ring	真鍮の輪
test the waters	水を試す
six of one and half a dozen of the other	どちらも同じです|半分ことごとく|六と半分の十二
seeing red	赤を見る
blow their socks off	彼らの靴下を吹き飛ばす
to let off steam	蒸気を放出する|蒸気を発散する
a shot in the dark	暗闇での一発の銃声
the green light	緑の光
hot water	熱い水
to see stars	星を見る
woke up on the wrong side of the bed	ベッドの間違った側で目を覚ました
rain check	次回に持ち越す|雨天中止
blow his own trumpet	自分で自分のトランペットを吹く
shaken like a leaf	葉っぱのように震える
a tough cookie	困難なクッキー
black ice	黒い氷
in her element	彼女のエレメントにいる
on pins and needles	針の上に立っている|針の上で待っている
a rock and a hard place	岩と硬い場所
old hat	古い帽子
hit the road	道を打つ
a few tricks up their sleeve	袖の下に数々の秘策を持っている
to rock the boat	船を揺らす
to hit the sack	寝床を打つ
to follow one's heart	自分の心に従う
to get the ball rolling	ボールを転がし始める
to turn the corner	角を曲がる
to see the light at the end of the tunnel	トンネルの終わりに光を見る
fishing in troubled waters	波乱の中で釣りをする
to take the bull by the horns	牛の角を取る
out of this world	この世のものではない
cracked a smile	微笑んだ
on the same page	同じページ上
let you off the hook	あなたをフックから外す
silly goose	おバカなガチョウ
turning the tables	テーブルを回す
cross that bridge when we come to it	その橋が現れたら渡る
hit it off	うまくやっていく|打ち解ける
blow off some steam	蒸気を吹き飛ばす
living in a dream world	夢の中に生きている
green behind the ears	NA
all thumbs	全ての指が親指になる
bag of rags	布切れの袋
loose ends	解決していない問題点|未解決の問題点
around the block	ブロックの周りに
more than I can chew	噛み切れないほど多い|噛み切れないほど多すぎる
paying off	返済する
blew my mind	私の頭を吹き飛ばした
see eye-to-eye	目と目が合う
big cheese	大物|大物の人物
a tempest in a teapot	茶碗の中の嵐
make time	時間を作る
count our chickens before they hatch	孵化する前に鶏を数える
water under the bridge	橋の下の水
throws a curveball	カーブボールを投げる
just what the doctor ordered	医者が処方した通りに
too little too late	手遅れになってから少しのことをしても意味がない
put all my eggs in one basket	すべての卵を一つのかごに入れる
rubbing salt in my wounds	傷口に塩を塗るようなもの
fly by the seat of his pants	NA
get lost	迷子になってください
knowledge is power	知識は力です
meet halfway	半分ずつ会う
keeping their eye on the ball	ボールに目を留めている
paid through the nose	鼻を通して支払う
kick back and relax	くつろいでリラックスする
keep their noses to the grindstone	鼻をすりつけて砥石に向かわせる
get your ducks in a row	鴨を一列に並べる
be at each other's throats	お互いの喉元に手をかける
stand their ground	地に足をつけて立つ
couldn't see the forest for the trees	木を見て森を見ず
Time flies	時間は飛ぶ
burst a blood vessel	血管を破裂する
get down to brass tacks	本腰を入れる|真剣に取り組む
the wrong side of the bed	ベッドの間違った側
picks up the tab	勘定を払う
knocked it out of the park	野球場の外に打ち出した
keep his head above water	彼の頭を水面上に保ってください
has a chip on her shoulder	肩にチップがある
knows the ropes	綱を知っている
set in their ways	自分たちのやり方に固執している
bit my tongue	舌を噛んだ
find his feet	彼の足を見つける
in one ear and out the other	片耳から入って片耳から出る
back to square one	最初の状態に戻る
come true	実現する
beats around the bush	話を遠回しにする|木を見て森を見ず
a flash in the pan	一瞬の輝き|鉄砲玉になること
hit the hay early	干し草に早く当たる
lost her marbles	彼女は自分のビー玉を失った
wild card	ワイルドカード
a little birdie told me	小鳥が教えてくれた
getting our ducks in a row	鴨を一列に並べる
to count his chickens before they hatch	孵化する前に彼の鶏を数える
to grin and bear it	我慢して笑顔を作る
control freak	コントロールフリーク
took a rain check	次回に延期する|雨の日に再度招待する
live wire	生きた電線
chill out	冷静になってください
off her chest	彼女の胸から外す
down for the count	カウントダウンされている
light at the end of the tunnel	トンネルの終わりに光が見える
to open a can of worms	蓋を開けると大変なことになる|蛇の道は蛇
make hay while the sun shines	晴れた日に干し草を作る
find a needle in a haystack	干し草の中から針を見つける
not even a crumb	ひとかけらもない
hit the sack	布団に当たる
butterflies in your stomach	お腹に蝶がいる
to put on a brave face	勇気を出して顔を作る
to pull out all the stops	全てのストップを引く
a dish that steals the show	ショーを盗む料理
fail by a country mile	国のマイルで失敗する
to shoot your shot	あなたのショットを撃つ
to keep his head above water	水面上に頭を保つ
to prove them all wrong	彼ら全員が間違っていることを証明するために
tie the knot	結婚の結び目を作る
take it with a grain of salt	塩を一つまみ加えて受け取ってください
pull someone's leg	誰かの足を引っ張る
skip a beat	鼓動をスキップする
to put my best foot forward	最善を尽くす|最高のパフォーマンスをする
keep his nose to the grindstone	鼻をすりつけたままでいる
get back on her feet	彼女の足に戻る
